Country id,Province or State id,Province or State,Country ,County id,County,State,Country
,,,,Johnson_Illinois_UnitedStates,Johnson,Illinois,United States
,,,,Kane_Illinois_UnitedStates,Kane,Illinois,United States
,,,,Kankakee_Illinois_UnitedStates,Kankakee,Illinois,United States
,,,,Kendall_Illinois_UnitedStates,Kendall,Illinois,United States
,,,,Knox_Illinois_UnitedStates,Knox,Illinois,United States
,,,,Lake_Illinois_UnitedStates,Lake,Illinois,United States
,,,,LaSalle_Illinois_UnitedStates,LaSalle,Illinois,United States
,,,,Lawrence_Illinois_UnitedStates,Lawrence,Illinois,United States
,,,,Lee_Illinois_UnitedStates,Lee,Illinois,United States
,,,,Livingston_Illinois_UnitedStates,Livingston,Illinois,United States
,,,,Logan_Illinois_UnitedStates,Logan,Illinois,United States
,,,,McDonough_Illinois_UnitedStates,McDonough,Illinois,United States
,,,,McHenry_Illinois_UnitedStates,McHenry,Illinois,United States
,,,,McLean_Illinois_UnitedStates,McLean,Illinois,United States
,,,,Macon_Illinois_UnitedStates,Macon,Illinois,United States
,,,,Macoupin_Illinois_UnitedStates,Macoupin,Illinois,United States
,,,,Madison_Illinois_UnitedStates,Madison,Illinois,United States
,,,,Marion_Illinois_UnitedStates,Marion,Illinois,United States
,,,,Marshall_Illinois_UnitedStates,Marshall,Illinois,United States
,,,,Mason_Illinois_UnitedStates,Mason,Illinois,United States
,,,,Massac_Illinois_UnitedStates,Massac,Illinois,United States
,,,,Menard_Illinois_UnitedStates,Menard,Illinois,United States
,,,,Mercer_Illinois_UnitedStates,Mercer,Illinois,United States
,,,,Monroe_Illinois_UnitedStates,Monroe,Illinois,United States
,,,,Montgomery_Illinois_UnitedStates,Montgomery,Illinois,United States
,,,,Morgan_Illinois_UnitedStates,Morgan,Illinois,United States
,,,,Moultrie_Illinois_UnitedStates,Moultrie,Illinois,United States
,,,,Ogle_Illinois_UnitedStates,Ogle,Illinois,United States
,,,,Peoria_Illinois_UnitedStates,Peoria,Illinois,United States
,,,,Perry_Illinois_UnitedStates,Perry,Illinois,United States
,,,,Piatt_Illinois_UnitedStates,Piatt,Illinois,United States
,,,,Pike_Illinois_UnitedStates,Pike,Illinois,United States
,,,,Pope_Illinois_UnitedStates,Pope,Illinois,United States
,,,,Pulaski_Illinois_UnitedStates,Pulaski,Illinois,United States
,,,,Putnam_Illinois_UnitedStates,Putnam,Illinois,United States
,,,,Randolph_Illinois_UnitedStates,Randolph,Illinois,United States
,,,,Richland_Illinois_UnitedStates,Richland,Illinois,United States
,,,,RockIsland_Illinois_UnitedStates,Rock Island,Illinois,United States
,,,,St.Clair_Illinois_UnitedStates,St. Clair,Illinois,United States
,,,,Saline_Illinois_UnitedStates,Saline,Illinois,United States
,,,,Sangamon_Illinois_UnitedStates,Sangamon,Illinois,United States
,,,,Schuyler_Illinois_UnitedStates,Schuyler,Illinois,United States
,,,,Scott_Illinois_UnitedStates,Scott,Illinois,United States
,,,,Shelby_Illinois_UnitedStates,Shelby,Illinois,United States
,,,,Stark_Illinois_UnitedStates,Stark,Illinois,United States
,,,,Stephenson_Illinois_UnitedStates,Stephenson,Illinois,United States
,,,,Tazewell_Illinois_UnitedStates,Tazewell,Illinois,United States
,,,,Union_Illinois_UnitedStates,Union,Illinois,United States
,,,,Vermilion_Illinois_UnitedStates,Vermilion,Illinois,United States
,,,,Wabash_Illinois_UnitedStates,Wabash,Illinois,United States
,,,,Warren_Illinois_UnitedStates,Warren,Illinois,United States
,,,,Washington_Illinois_UnitedStates,Washington,Illinois,United States
,,,,Wayne_Illinois_UnitedStates,Wayne,Illinois,United States
,,,,White_Illinois_UnitedStates,White,Illinois,United States
,,,,Whiteside_Illinois_UnitedStates,Whiteside,Illinois,United States
,,,,Will_Illinois_UnitedStates,Will,Illinois,United States
,,,,Williamson_Illinois_UnitedStates,Williamson,Illinois,United States
,,,,Winnebago_Illinois_UnitedStates,Winnebago,Illinois,United States
,,,,Woodford_Illinois_UnitedStates,Woodford,Illinois,United States
,,,,Adams_Indiana_UnitedStates,Adams,Indiana,United States
,,,,Allen_Indiana_UnitedStates,Allen,Indiana,United States
,,,,Bartholomew_Indiana_UnitedStates,Bartholomew,Indiana,United States
,,,,Benton_Indiana_UnitedStates,Benton,Indiana,United States
,,,,Blackford_Indiana_UnitedStates,Blackford,Indiana,United States
,,,,Boone_Indiana_UnitedStates,Boone,Indiana,United States
,,,,Brown_Indiana_UnitedStates,Brown,Indiana,United States
,,,,Carroll_Indiana_UnitedStates,Carroll,Indiana,United States
,,,,Cass_Indiana_UnitedStates,Cass,Indiana,United States
,,,,Clark_Indiana_UnitedStates,Clark,Indiana,United States
,,,,Clay_Indiana_UnitedStates,Clay,Indiana,United States
,,,,Clinton_Indiana_UnitedStates,Clinton,Indiana,United States
,,,,Crawford_Indiana_UnitedStates,Crawford,Indiana,United States
,,,,Daviess_Indiana_UnitedStates,Daviess,Indiana,United States
,,,,Dearborn_Indiana_UnitedStates,Dearborn,Indiana,United States
,,,,Decatur_Indiana_UnitedStates,Decatur,Indiana,United States
,,,,DeKalb_Indiana_UnitedStates,DeKalb,Indiana,United States
,,,,Delaware_Indiana_UnitedStates,Delaware,Indiana,United States
,,,,Dubois_Indiana_UnitedStates,Dubois,Indiana,United States
,,,,Elkhart_Indiana_UnitedStates,Elkhart,Indiana,United States
,,,,Fayette_Indiana_UnitedStates,Fayette,Indiana,United States
,,,,Floyd_Indiana_UnitedStates,Floyd,Indiana,United States
,,,,Fountain_Indiana_UnitedStates,Fountain,Indiana,United States
,,,,Franklin_Indiana_UnitedStates,Franklin,Indiana,United States
,,,,Fulton_Indiana_UnitedStates,Fulton,Indiana,United States
,,,,Gibson_Indiana_UnitedStates,Gibson,Indiana,United States
,,,,Grant_Indiana_UnitedStates,Grant,Indiana,United States
,,,,Greene_Indiana_UnitedStates,Greene,Indiana,United States
,,,,Hamilton_Indiana_UnitedStates,Hamilton,Indiana,United States
,,,,Hancock_Indiana_UnitedStates,Hancock,Indiana,United States
,,,,Harrison_Indiana_UnitedStates,Harrison,Indiana,United States
,,,,Hendricks_Indiana_UnitedStates,Hendricks,Indiana,United States
,,,,Henry_Indiana_UnitedStates,Henry,Indiana,United States
,,,,Howard_Indiana_UnitedStates,Howard,Indiana,United States
,,,,Huntington_Indiana_UnitedStates,Huntington,Indiana,United States
,,,,Jackson_Indiana_UnitedStates,Jackson,Indiana,United States
,,,,Jasper_Indiana_UnitedStates,Jasper,Indiana,United States
,,,,Jay_Indiana_UnitedStates,Jay,Indiana,United States
,,,,Jefferson_Indiana_UnitedStates,Jefferson,Indiana,United States
,,,,Jennings_Indiana_UnitedStates,Jennings,Indiana,United States
,,,,Johnson_Indiana_UnitedStates,Johnson,Indiana,United States
,,,,Knox_Indiana_UnitedStates,Knox,Indiana,United States
,,,,Kosciusko_Indiana_UnitedStates,Kosciusko,Indiana,United States
,,,,LaGrange_Indiana_UnitedStates,LaGrange,Indiana,United States
,,,,Lake_Indiana_UnitedStates,Lake,Indiana,United States
,,,,LaPorte_Indiana_UnitedStates,LaPorte,Indiana,United States
,,,,Lawrence_Indiana_UnitedStates,Lawrence,Indiana,United States
,,,,Madison_Indiana_UnitedStates,Madison,Indiana,United States
,,,,Marion_Indiana_UnitedStates,Marion,Indiana,United States
,,,,Marshall_Indiana_UnitedStates,Marshall,Indiana,United States
,,,,Martin_Indiana_UnitedStates,Martin,Indiana,United States
,,,,Miami_Indiana_UnitedStates,Miami,Indiana,United States
,,,,Monroe_Indiana_UnitedStates,Monroe,Indiana,United States
,,,,Montgomery_Indiana_UnitedStates,Montgomery,Indiana,United States
,,,,Morgan_Indiana_UnitedStates,Morgan,Indiana,United States
,,,,Newton_Indiana_UnitedStates,Newton,Indiana,United States
,,,,Noble_Indiana_UnitedStates,Noble,Indiana,United States
,,,,Ohio_Indiana_UnitedStates,Ohio,Indiana,United States
,,,,Orange_Indiana_UnitedStates,Orange,Indiana,United States
,,,,Owen_Indiana_UnitedStates,Owen,Indiana,United States
,,,,Parke_Indiana_UnitedStates,Parke,Indiana,United States
,,,,Perry_Indiana_UnitedStates,Perry,Indiana,United States
,,,,Pike_Indiana_UnitedStates,Pike,Indiana,United States
,,,,Porter_Indiana_UnitedStates,Porter,Indiana,United States
,,,,Posey_Indiana_UnitedStates,Posey,Indiana,United States
,,,,Pulaski_Indiana_UnitedStates,Pulaski,Indiana,United States
,,,,Putnam_Indiana_UnitedStates,Putnam,Indiana,United States
,,,,Randolph_Indiana_UnitedStates,Randolph,Indiana,United States
,,,,Ripley_Indiana_UnitedStates,Ripley,Indiana,United States
,,,,Rush_Indiana_UnitedStates,Rush,Indiana,United States
,,,,St.Joseph_Indiana_UnitedStates,St. Joseph,Indiana,United States
,,,,Scott_Indiana_UnitedStates,Scott,Indiana,United States
,,,,Shelby_Indiana_UnitedStates,Shelby,Indiana,United States
,,,,Spencer_Indiana_UnitedStates,Spencer,Indiana,United States
,,,,Starke_Indiana_UnitedStates,Starke,Indiana,United States
,,,,Steuben_Indiana_UnitedStates,Steuben,Indiana,United States
,,,,Sullivan_Indiana_UnitedStates,Sullivan,Indiana,United States
,,,,Switzerland_Indiana_UnitedStates,Switzerland,Indiana,United States
,,,,Tippecanoe_Indiana_UnitedStates,Tippecanoe,Indiana,United States
,,,,Tipton_Indiana_UnitedStates,Tipton,Indiana,United States
,,,,Union_Indiana_UnitedStates,Union,Indiana,United States
,,,,Vanderburgh_Indiana_UnitedStates,Vanderburgh,Indiana,United States
,,,,Vermillion_Indiana_UnitedStates,Vermillion,Indiana,United States
,,,,Vigo_Indiana_UnitedStates,Vigo,Indiana,United States
,,,,Wabash_Indiana_UnitedStates,Wabash,Indiana,United States
,,,,Warren_Indiana_UnitedStates,Warren,Indiana,United States
,,,,Warrick_Indiana_UnitedStates,Warrick,Indiana,United States
,,,,Washington_Indiana_UnitedStates,Washington,Indiana,United States
,,,,Wayne_Indiana_UnitedStates,Wayne,Indiana,United States
,,,,Wells_Indiana_UnitedStates,Wells,Indiana,United States
,,,,White_Indiana_UnitedStates,White,Indiana,United States
,,,,Whitley_Indiana_UnitedStates,Whitley,Indiana,United States
,,,,Adair_Iowa_UnitedStates,Adair,Iowa,United States
,,,,Adams_Iowa_UnitedStates,Adams,Iowa,United States
,,,,Allamakee_Iowa_UnitedStates,Allamakee,Iowa,United States
,,,,Appanoose_Iowa_UnitedStates,Appanoose,Iowa,United States
,,,,Audubon_Iowa_UnitedStates,Audubon,Iowa,United States
,,,,Benton_Iowa_UnitedStates,Benton,Iowa,United States
,,,,BlackHawk_Iowa_UnitedStates,Black Hawk,Iowa,United States
,,,,Boone_Iowa_UnitedStates,Boone,Iowa,United States
,,,,Bremer_Iowa_UnitedStates,Bremer,Iowa,United States
,,,,Buchanan_Iowa_UnitedStates,Buchanan,Iowa,United States
,,,,BuenaVista_Iowa_UnitedStates,Buena Vista,Iowa,United States
,,,,Butler_Iowa_UnitedStates,Butler,Iowa,United States
,,,,Calhoun_Iowa_UnitedStates,Calhoun,Iowa,United States
,,,,Carroll_Iowa_UnitedStates,Carroll,Iowa,United States
,,,,Cass_Iowa_UnitedStates,Cass,Iowa,United States
,,,,Cedar_Iowa_UnitedStates,Cedar,Iowa,United States
,,,,CerroGordo_Iowa_UnitedStates,Cerro Gordo,Iowa,United States
,,,,Cherokee_Iowa_UnitedStates,Cherokee,Iowa,United States
,,,,Chickasaw_Iowa_UnitedStates,Chickasaw,Iowa,United States
,,,,Clarke_Iowa_UnitedStates,Clarke,Iowa,United States
,,,,Clay_Iowa_UnitedStates,Clay,Iowa,United States
,,,,Clayton_Iowa_UnitedStates,Clayton,Iowa,United States
,,,,Clinton_Iowa_UnitedStates,Clinton,Iowa,United States
,,,,Crawford_Iowa_UnitedStates,Crawford,Iowa,United States
,,,,Dallas_Iowa_UnitedStates,Dallas,Iowa,United States
,,,,Davis_Iowa_UnitedStates,Davis,Iowa,United States
,,,,Decatur_Iowa_UnitedStates,Decatur,Iowa,United States
,,,,Delaware_Iowa_UnitedStates,Delaware,Iowa,United States
,,,,DesMoines_Iowa_UnitedStates,Des Moines,Iowa,United States
,,,,Dickinson_Iowa_UnitedStates,Dickinson,Iowa,United States
,,,,Dubuque_Iowa_UnitedStates,Dubuque,Iowa,United States
,,,,Emmet_Iowa_UnitedStates,Emmet,Iowa,United States
,,,,Fayette_Iowa_UnitedStates,Fayette,Iowa,United States
,,,,Floyd_Iowa_UnitedStates,Floyd,Iowa,United States
,,,,Franklin_Iowa_UnitedStates,Franklin,Iowa,United States
,,,,Fremont_Iowa_UnitedStates,Fremont,Iowa,United States
,,,,Greene_Iowa_UnitedStates,Greene,Iowa,United States
,,,,Grundy_Iowa_UnitedStates,Grundy,Iowa,United States
,,,,Guthrie_Iowa_UnitedStates,Guthrie,Iowa,United States
,,,,Hamilton_Iowa_UnitedStates,Hamilton,Iowa,United States
,,,,Hancock_Iowa_UnitedStates,Hancock,Iowa,United States
,,,,Hardin_Iowa_UnitedStates,Hardin,Iowa,United States
,,,,Harrison_Iowa_UnitedStates,Harrison,Iowa,United States
,,,,Henry_Iowa_UnitedStates,Henry,Iowa,United States
,,,,Howard_Iowa_UnitedStates,Howard,Iowa,United States
,,,,Humboldt_Iowa_UnitedStates,Humboldt,Iowa,United States
,,,,Ida_Iowa_UnitedStates,Ida,Iowa,United States
,,,,Iowa_Iowa_UnitedStates,Iowa,Iowa,United States
,,,,Jackson_Iowa_UnitedStates,Jackson,Iowa,United States
,,,,Jasper_Iowa_UnitedStates,Jasper,Iowa,United States
,,,,Jefferson_Iowa_UnitedStates,Jefferson,Iowa,United States
,,,,Johnson_Iowa_UnitedStates,Johnson,Iowa,United States
,,,,Jones_Iowa_UnitedStates,Jones,Iowa,United States
,,,,Keokuk_Iowa_UnitedStates,Keokuk,Iowa,United States
,,,,Kossuth_Iowa_UnitedStates,Kossuth,Iowa,United States
,,,,Lee_Iowa_UnitedStates,Lee,Iowa,United States
,,,,Linn_Iowa_UnitedStates,Linn,Iowa,United States
,,,,Louisa_Iowa_UnitedStates,Louisa,Iowa,United States
,,,,Lucas_Iowa_UnitedStates,Lucas,Iowa,United States
,,,,Lyon_Iowa_UnitedStates,Lyon,Iowa,United States
,,,,Madison_Iowa_UnitedStates,Madison,Iowa,United States
,,,,Mahaska_Iowa_UnitedStates,Mahaska,Iowa,United States
,,,,Marion_Iowa_UnitedStates,Marion,Iowa,United States
,,,,Marshall_Iowa_UnitedStates,Marshall,Iowa,United States
,,,,Mills_Iowa_UnitedStates,Mills,Iowa,United States
,,,,Mitchell_Iowa_UnitedStates,Mitchell,Iowa,United States
,,,,Monona_Iowa_UnitedStates,Monona,Iowa,United States
,,,,Monroe_Iowa_UnitedStates,Monroe,Iowa,United States
,,,,Montgomery_Iowa_UnitedStates,Montgomery,Iowa,United States
,,,,Muscatine_Iowa_UnitedStates,Muscatine,Iowa,United States
,,,,O'Brien_Iowa_UnitedStates,O'Brien,Iowa,United States
,,,,Osceola_Iowa_UnitedStates,Osceola,Iowa,United States
,,,,Page_Iowa_UnitedStates,Page,Iowa,United States
,,,,PaloAlto_Iowa_UnitedStates,Palo Alto,Iowa,United States
,,,,Plymouth_Iowa_UnitedStates,Plymouth,Iowa,United States
,,,,Pocahontas_Iowa_UnitedStates,Pocahontas,Iowa,United States
,,,,Polk_Iowa_UnitedStates,Polk,Iowa,United States
,,,,Pottawattamie_Iowa_UnitedStates,Pottawattamie,Iowa,United States
,,,,Poweshiek_Iowa_UnitedStates,Poweshiek,Iowa,United States
,,,,Ringgold_Iowa_UnitedStates,Ringgold,Iowa,United States
,,,,Sac_Iowa_UnitedStates,Sac,Iowa,United States
,,,,Scott_Iowa_UnitedStates,Scott,Iowa,United States
,,,,Shelby_Iowa_UnitedStates,Shelby,Iowa,United States
,,,,Sioux_Iowa_UnitedStates,Sioux,Iowa,United States
,,,,Story_Iowa_UnitedStates,Story,Iowa,United States
,,,,Tama_Iowa_UnitedStates,Tama,Iowa,United States
,,,,Taylor_Iowa_UnitedStates,Taylor,Iowa,United States
,,,,Union_Iowa_UnitedStates,Union,Iowa,United States
,,,,VanBuren_Iowa_UnitedStates,Van Buren,Iowa,United States
,,,,Wapello_Iowa_UnitedStates,Wapello,Iowa,United States
,,,,Warren_Iowa_UnitedStates,Warren,Iowa,United States
,,,,Washington_Iowa_UnitedStates,Washington,Iowa,United States
,,,,Wayne_Iowa_UnitedStates,Wayne,Iowa,United States
,,,,Webster_Iowa_UnitedStates,Webster,Iowa,United States
,,,,Winnebago_Iowa_UnitedStates,Winnebago,Iowa,United States
,,,,Winneshiek_Iowa_UnitedStates,Winneshiek,Iowa,United States
,,,,Woodbury_Iowa_UnitedStates,Woodbury,Iowa,United States
,,,,Worth_Iowa_UnitedStates,Worth,Iowa,United States
,,,,Wright_Iowa_UnitedStates,Wright,Iowa,United States
,,,,Allen_Kansas_UnitedStates,Allen,Kansas,United States
,,,,Anderson_Kansas_UnitedStates,Anderson,Kansas,United States
,,,,Atchison_Kansas_UnitedStates,Atchison,Kansas,United States
,,,,Barber_Kansas_UnitedStates,Barber,Kansas,United States
,,,,Barton_Kansas_UnitedStates,Barton,Kansas,United States
,,,,Bourbon_Kansas_UnitedStates,Bourbon,Kansas,United States
,,,,Brown_Kansas_UnitedStates,Brown,Kansas,United States
,,,,Butler_Kansas_UnitedStates,Butler,Kansas,United States
,,,,Chase_Kansas_UnitedStates,Chase,Kansas,United States
,,,,Chautauqua_Kansas_UnitedStates,Chautauqua,Kansas,United States
,,,,Cherokee_Kansas_UnitedStates,Cherokee,Kansas,United States
,,,,Cheyenne_Kansas_UnitedStates,Cheyenne,Kansas,United States
,,,,Clark_Kansas_UnitedStates,Clark,Kansas,United States
,,,,Clay_Kansas_UnitedStates,Clay,Kansas,United States
,,,,Cloud_Kansas_UnitedStates,Cloud,Kansas,United States
,,,,Coffey_Kansas_UnitedStates,Coffey,Kansas,United States
,,,,Comanche_Kansas_UnitedStates,Comanche,Kansas,United States
,,,,Cowley_Kansas_UnitedStates,Cowley,Kansas,United States
,,,,Crawford_Kansas_UnitedStates,Crawford,Kansas,United States
,,,,Decatur_Kansas_UnitedStates,Decatur,Kansas,United States
,,,,Dickinson_Kansas_UnitedStates,Dickinson,Kansas,United States
,,,,Doniphan_Kansas_UnitedStates,Doniphan,Kansas,United States
,,,,Douglas_Kansas_UnitedStates,Douglas,Kansas,United States
,,,,Edwards_Kansas_UnitedStates,Edwards,Kansas,United States
,,,,Elk_Kansas_UnitedStates,Elk,Kansas,United States
,,,,Ellis_Kansas_UnitedStates,Ellis,Kansas,United States
,,,,Ellsworth_Kansas_UnitedStates,Ellsworth,Kansas,United States
,,,,Finney_Kansas_UnitedStates,Finney,Kansas,United States
,,,,Ford_Kansas_UnitedStates,Ford,Kansas,United States
,,,,Franklin_Kansas_UnitedStates,Franklin,Kansas,United States
,,,,Geary_Kansas_UnitedStates,Geary,Kansas,United States
,,,,Gove_Kansas_UnitedStates,Gove,Kansas,United States
,,,,Graham_Kansas_UnitedStates,Graham,Kansas,United States
,,,,Grant_Kansas_UnitedStates,Grant,Kansas,United States
,,,,Gray_Kansas_UnitedStates,Gray,Kansas,United States
,,,,Greeley_Kansas_UnitedStates,Greeley,Kansas,United States
,,,,Greenwood_Kansas_UnitedStates,Greenwood,Kansas,United States
,,,,Hamilton_Kansas_UnitedStates,Hamilton,Kansas,United States
,,,,Harper_Kansas_UnitedStates,Harper,Kansas,United States
,,,,Harvey_Kansas_UnitedStates,Harvey,Kansas,United States
,,,,Haskell_Kansas_UnitedStates,Haskell,Kansas,United States
,,,,Hodgeman_Kansas_UnitedStates,Hodgeman,Kansas,United States
,,,,Jackson_Kansas_UnitedStates,Jackson,Kansas,United States
,,,,Jefferson_Kansas_UnitedStates,Jefferson,Kansas,United States
,,,,Jewell_Kansas_UnitedStates,Jewell,Kansas,United States
,,,,Johnson_Kansas_UnitedStates,Johnson,Kansas,United States
,,,,Kearny_Kansas_UnitedStates,Kearny,Kansas,United States
,,,,Kingman_Kansas_UnitedStates,Kingman,Kansas,United States
,,,,Kiowa_Kansas_UnitedStates,Kiowa,Kansas,United States
,,,,Labette_Kansas_UnitedStates,Labette,Kansas,United States
,,,,Lane_Kansas_UnitedStates,Lane,Kansas,United States
,,,,Leavenworth_Kansas_UnitedStates,Leavenworth,Kansas,United States
,,,,Lincoln_Kansas_UnitedStates,Lincoln,Kansas,United States
,,,,Linn_Kansas_UnitedStates,Linn,Kansas,United States
,,,,Logan_Kansas_UnitedStates,Logan,Kansas,United States
,,,,Lyon_Kansas_UnitedStates,Lyon,Kansas,United States
,,,,McPherson_Kansas_UnitedStates,McPherson,Kansas,United States
,,,,Marion_Kansas_UnitedStates,Marion,Kansas,United States
,,,,Marshall_Kansas_UnitedStates,Marshall,Kansas,United States
,,,,Meade_Kansas_UnitedStates,Meade,Kansas,United States
,,,,Miami_Kansas_UnitedStates,Miami,Kansas,United States
,,,,Mitchell_Kansas_UnitedStates,Mitchell,Kansas,United States
,,,,Montgomery_Kansas_UnitedStates,Montgomery,Kansas,United States
,,,,Morris_Kansas_UnitedStates,Morris,Kansas,United States
,,,,Morton_Kansas_UnitedStates,Morton,Kansas,United States
,,,,Nemaha_Kansas_UnitedStates,Nemaha,Kansas,United States
,,,,Neosho_Kansas_UnitedStates,Neosho,Kansas,United States
,,,,Ness_Kansas_UnitedStates,Ness,Kansas,United States
,,,,Norton_Kansas_UnitedStates,Norton,Kansas,United States
,,,,Osage_Kansas_UnitedStates,Osage,Kansas,United States
,,,,Osborne_Kansas_UnitedStates,Osborne,Kansas,United States
,,,,Ottawa_Kansas_UnitedStates,Ottawa,Kansas,United States
,,,,Pawnee_Kansas_UnitedStates,Pawnee,Kansas,United States
,,,,Phillips_Kansas_UnitedStates,Phillips,Kansas,United States
,,,,Pottawatomie_Kansas_UnitedStates,Pottawatomie,Kansas,United States
,,,,Pratt_Kansas_UnitedStates,Pratt,Kansas,United States
,,,,Rawlins_Kansas_UnitedStates,Rawlins,Kansas,United States
,,,,Reno_Kansas_UnitedStates,Reno,Kansas,United States
,,,,Republic_Kansas_UnitedStates,Republic,Kansas,United States
,,,,Rice_Kansas_UnitedStates,Rice,Kansas,United States
,,,,Riley_Kansas_UnitedStates,Riley,Kansas,United States
,,,,Rooks_Kansas_UnitedStates,Rooks,Kansas,United States
,,,,Rush_Kansas_UnitedStates,Rush,Kansas,United States
,,,,Russell_Kansas_UnitedStates,Russell,Kansas,United States
,,,,Saline_Kansas_UnitedStates,Saline,Kansas,United States
,,,,Scott_Kansas_UnitedStates,Scott,Kansas,United States
,,,,Sedgwick_Kansas_UnitedStates,Sedgwick,Kansas,United States
,,,,Seward_Kansas_UnitedStates,Seward,Kansas,United States
,,,,Shawnee_Kansas_UnitedStates,Shawnee,Kansas,United States
,,,,Sheridan_Kansas_UnitedStates,Sheridan,Kansas,United States
,,,,Sherman_Kansas_UnitedStates,Sherman,Kansas,United States
,,,,Smith_Kansas_UnitedStates,Smith,Kansas,United States
,,,,Stafford_Kansas_UnitedStates,Stafford,Kansas,United States
,,,,Stanton_Kansas_UnitedStates,Stanton,Kansas,United States
,,,,Stevens_Kansas_UnitedStates,Stevens,Kansas,United States
,,,,Sumner_Kansas_UnitedStates,Sumner,Kansas,United States
,,,,Thomas_Kansas_UnitedStates,Thomas,Kansas,United States
,,,,Trego_Kansas_UnitedStates,Trego,Kansas,United States
,,,,Wabaunsee_Kansas_UnitedStates,Wabaunsee,Kansas,United States
,,,,Wallace_Kansas_UnitedStates,Wallace,Kansas,United States
,,,,Washington_Kansas_UnitedStates,Washington,Kansas,United States
,,,,Wichita_Kansas_UnitedStates,Wichita,Kansas,United States
,,,,Wilson_Kansas_UnitedStates,Wilson,Kansas,United States
,,,,Woodson_Kansas_UnitedStates,Woodson,Kansas,United States
,,,,Wyandotte_Kansas_UnitedStates,Wyandotte,Kansas,United States
,,,,Adair_Kentucky_UnitedStates,Adair,Kentucky,United States
,,,,Allen_Kentucky_UnitedStates,Allen,Kentucky,United States
,,,,Anderson_Kentucky_UnitedStates,Anderson,Kentucky,United States
,,,,Ballard_Kentucky_UnitedStates,Ballard,Kentucky,United States
,,,,Barren_Kentucky_UnitedStates,Barren,Kentucky,United States
,,,,Bath_Kentucky_UnitedStates,Bath,Kentucky,United States
,,,,Bell_Kentucky_UnitedStates,Bell,Kentucky,United States
,,,,Boone_Kentucky_UnitedStates,Boone,Kentucky,United States
,,,,Bourbon_Kentucky_UnitedStates,Bourbon,Kentucky,United States
,,,,Boyd_Kentucky_UnitedStates,Boyd,Kentucky,United States
,,,,Boyle_Kentucky_UnitedStates,Boyle,Kentucky,United States
,,,,Bracken_Kentucky_UnitedStates,Bracken,Kentucky,United States
,,,,Breathitt_Kentucky_UnitedStates,Breathitt,Kentucky,United States
,,,,Breckinridge_Kentucky_UnitedStates,Breckinridge,Kentucky,United States
,,,,Bullitt_Kentucky_UnitedStates,Bullitt,Kentucky,United States
,,,,Butler_Kentucky_UnitedStates,Butler,Kentucky,United States
,,,,Caldwell_Kentucky_UnitedStates,Caldwell,Kentucky,United States
,,,,Calloway_Kentucky_UnitedStates,Calloway,Kentucky,United States
,,,,Campbell_Kentucky_UnitedStates,Campbell,Kentucky,United States
,,,,Carlisle_Kentucky_UnitedStates,Carlisle,Kentucky,United States
,,,,Carroll_Kentucky_UnitedStates,Carroll,Kentucky,United States
,,,,Carter_Kentucky_UnitedStates,Carter,Kentucky,United States
,,,,Casey_Kentucky_UnitedStates,Casey,Kentucky,United States
,,,,Christian_Kentucky_UnitedStates,Christian,Kentucky,United States
,,,,Clark_Kentucky_UnitedStates,Clark,Kentucky,United States
,,,,Clay_Kentucky_UnitedStates,Clay,Kentucky,United States
,,,,Clinton_Kentucky_UnitedStates,Clinton,Kentucky,United States
,,,,Crittenden_Kentucky_UnitedStates,Crittenden,Kentucky,United States
,,,,Cumberland_Kentucky_UnitedStates,Cumberland,Kentucky,United States
,,,,Daviess_Kentucky_UnitedStates,Daviess,Kentucky,United States
,,,,Edmonson_Kentucky_UnitedStates,Edmonson,Kentucky,United States
,,,,Elliott_Kentucky_UnitedStates,Elliott,Kentucky,United States
,,,,Estill_Kentucky_UnitedStates,Estill,Kentucky,United States
,,,,Fayette_Kentucky_UnitedStates,Fayette,Kentucky,United States
,,,,Fleming_Kentucky_UnitedStates,Fleming,Kentucky,United States
,,,,Floyd_Kentucky_UnitedStates,Floyd,Kentucky,United States
,,,,Franklin_Kentucky_UnitedStates,Franklin,Kentucky,United States
,,,,Fulton_Kentucky_UnitedStates,Fulton,Kentucky,United States
,,,,Gallatin_Kentucky_UnitedStates,Gallatin,Kentucky,United States
,,,,Garrard_Kentucky_UnitedStates,Garrard,Kentucky,United States
,,,,Grant_Kentucky_UnitedStates,Grant,Kentucky,United States
,,,,Graves_Kentucky_UnitedStates,Graves,Kentucky,United States
,,,,Grayson_Kentucky_UnitedStates,Grayson,Kentucky,United States
,,,,Green_Kentucky_UnitedStates,Green,Kentucky,United States
,,,,Greenup_Kentucky_UnitedStates,Greenup,Kentucky,United States
,,,,Hancock_Kentucky_UnitedStates,Hancock,Kentucky,United States
,,,,Hardin_Kentucky_UnitedStates,Hardin,Kentucky,United States
,,,,Harlan_Kentucky_UnitedStates,Harlan,Kentucky,United States
,,,,Harrison_Kentucky_UnitedStates,Harrison,Kentucky,United States
,,,,Hart_Kentucky_UnitedStates,Hart,Kentucky,United States
,,,,Henderson_Kentucky_UnitedStates,Henderson,Kentucky,United States
,,,,Henry_Kentucky_UnitedStates,Henry,Kentucky,United States
,,,,Hickman_Kentucky_UnitedStates,Hickman,Kentucky,United States
,,,,Hopkins_Kentucky_UnitedStates,Hopkins,Kentucky,United States
