Country id,Province or State id,Province or State,Country ,County id,County,State,Country
,,,,Wayne_Missouri_UnitedStates,Wayne,Missouri,United States
,,,,Webster_Missouri_UnitedStates,Webster,Missouri,United States
,,,,Worth_Missouri_UnitedStates,Worth,Missouri,United States
,,,,Wright_Missouri_UnitedStates,Wright,Missouri,United States
,,,,St.LouisCity_Missouri_UnitedStates,St. Louis City,Missouri,United States
,,,,Beaverhead_Montana_UnitedStates,Beaverhead,Montana,United States
,,,,BigHorn_Montana_UnitedStates,Big Horn,Montana,United States
,,,,Blaine_Montana_UnitedStates,Blaine,Montana,United States
,,,,Broadwater_Montana_UnitedStates,Broadwater,Montana,United States
,,,,Carbon_Montana_UnitedStates,Carbon,Montana,United States
,,,,Carter_Montana_UnitedStates,Carter,Montana,United States
,,,,Cascade_Montana_UnitedStates,Cascade,Montana,United States
,,,,Chouteau_Montana_UnitedStates,Chouteau,Montana,United States
,,,,Custer_Montana_UnitedStates,Custer,Montana,United States
,,,,Daniels_Montana_UnitedStates,Daniels,Montana,United States
,,,,Dawson_Montana_UnitedStates,Dawson,Montana,United States
,,,,DeerLodge_Montana_UnitedStates,Deer Lodge,Montana,United States
,,,,Fallon_Montana_UnitedStates,Fallon,Montana,United States
,,,,Fergus_Montana_UnitedStates,Fergus,Montana,United States
,,,,Flathead_Montana_UnitedStates,Flathead,Montana,United States
,,,,Gallatin_Montana_UnitedStates,Gallatin,Montana,United States
,,,,Garfield_Montana_UnitedStates,Garfield,Montana,United States
,,,,Glacier_Montana_UnitedStates,Glacier,Montana,United States
,,,,GoldenValley_Montana_UnitedStates,Golden Valley,Montana,United States
,,,,Granite_Montana_UnitedStates,Granite,Montana,United States
,,,,Hill_Montana_UnitedStates,Hill,Montana,United States
,,,,Jefferson_Montana_UnitedStates,Jefferson,Montana,United States
,,,,JudithBasin_Montana_UnitedStates,Judith Basin,Montana,United States
,,,,Lake_Montana_UnitedStates,Lake,Montana,United States
,,,,LewisandClark_Montana_UnitedStates,Lewis and Clark,Montana,United States
,,,,Liberty_Montana_UnitedStates,Liberty,Montana,United States
,,,,Lincoln_Montana_UnitedStates,Lincoln,Montana,United States
,,,,McCone_Montana_UnitedStates,McCone,Montana,United States
,,,,Madison_Montana_UnitedStates,Madison,Montana,United States
,,,,Meagher_Montana_UnitedStates,Meagher,Montana,United States
,,,,Mineral_Montana_UnitedStates,Mineral,Montana,United States
,,,,Missoula_Montana_UnitedStates,Missoula,Montana,United States
,,,,Musselshell_Montana_UnitedStates,Musselshell,Montana,United States
,,,,Park_Montana_UnitedStates,Park,Montana,United States
,,,,Petroleum_Montana_UnitedStates,Petroleum,Montana,United States
,,,,Phillips_Montana_UnitedStates,Phillips,Montana,United States
,,,,Pondera_Montana_UnitedStates,Pondera,Montana,United States
,,,,PowderRiver_Montana_UnitedStates,Powder River,Montana,United States
,,,,Powell_Montana_UnitedStates,Powell,Montana,United States
,,,,Prairie_Montana_UnitedStates,Prairie,Montana,United States
,,,,Ravalli_Montana_UnitedStates,Ravalli,Montana,United States
,,,,Richland_Montana_UnitedStates,Richland,Montana,United States
,,,,Roosevelt_Montana_UnitedStates,Roosevelt,Montana,United States
,,,,Rosebud_Montana_UnitedStates,Rosebud,Montana,United States
,,,,Sanders_Montana_UnitedStates,Sanders,Montana,United States
,,,,Sheridan_Montana_UnitedStates,Sheridan,Montana,United States
,,,,SilverBow_Montana_UnitedStates,Silver Bow,Montana,United States
,,,,Stillwater_Montana_UnitedStates,Stillwater,Montana,United States
,,,,SweetGrass_Montana_UnitedStates,Sweet Grass,Montana,United States
,,,,Teton_Montana_UnitedStates,Teton,Montana,United States
,,,,Toole_Montana_UnitedStates,Toole,Montana,United States
,,,,Treasure_Montana_UnitedStates,Treasure,Montana,United States
,,,,Valley_Montana_UnitedStates,Valley,Montana,United States
,,,,Wheatland_Montana_UnitedStates,Wheatland,Montana,United States
,,,,Wibaux_Montana_UnitedStates,Wibaux,Montana,United States
,,,,Yellowstone_Montana_UnitedStates,Yellowstone,Montana,United States
,,,,Adams_Nebraska_UnitedStates,Adams,Nebraska,United States
,,,,Antelope_Nebraska_UnitedStates,Antelope,Nebraska,United States
,,,,Arthur_Nebraska_UnitedStates,Arthur,Nebraska,United States
,,,,Banner_Nebraska_UnitedStates,Banner,Nebraska,United States
,,,,Blaine_Nebraska_UnitedStates,Blaine,Nebraska,United States
,,,,Boone_Nebraska_UnitedStates,Boone,Nebraska,United States
,,,,BoxButte_Nebraska_UnitedStates,Box Butte,Nebraska,United States
,,,,Boyd_Nebraska_UnitedStates,Boyd,Nebraska,United States
,,,,Brown_Nebraska_UnitedStates,Brown,Nebraska,United States
,,,,Buffalo_Nebraska_UnitedStates,Buffalo,Nebraska,United States
,,,,Burt_Nebraska_UnitedStates,Burt,Nebraska,United States
,,,,Butler_Nebraska_UnitedStates,Butler,Nebraska,United States
,,,,Cass_Nebraska_UnitedStates,Cass,Nebraska,United States
,,,,Cedar_Nebraska_UnitedStates,Cedar,Nebraska,United States
,,,,Chase_Nebraska_UnitedStates,Chase,Nebraska,United States
,,,,Cherry_Nebraska_UnitedStates,Cherry,Nebraska,United States
,,,,Cheyenne_Nebraska_UnitedStates,Cheyenne,Nebraska,United States
,,,,Clay_Nebraska_UnitedStates,Clay,Nebraska,United States
,,,,Colfax_Nebraska_UnitedStates,Colfax,Nebraska,United States
,,,,Cuming_Nebraska_UnitedStates,Cuming,Nebraska,United States
,,,,Custer_Nebraska_UnitedStates,Custer,Nebraska,United States
,,,,Dakota_Nebraska_UnitedStates,Dakota,Nebraska,United States
,,,,Dawes_Nebraska_UnitedStates,Dawes,Nebraska,United States
,,,,Dawson_Nebraska_UnitedStates,Dawson,Nebraska,United States
,,,,Deuel_Nebraska_UnitedStates,Deuel,Nebraska,United States
,,,,Dixon_Nebraska_UnitedStates,Dixon,Nebraska,United States
,,,,Dodge_Nebraska_UnitedStates,Dodge,Nebraska,United States
,,,,Douglas_Nebraska_UnitedStates,Douglas,Nebraska,United States
,,,,Dundy_Nebraska_UnitedStates,Dundy,Nebraska,United States
,,,,Fillmore_Nebraska_UnitedStates,Fillmore,Nebraska,United States
,,,,Franklin_Nebraska_UnitedStates,Franklin,Nebraska,United States
,,,,Frontier_Nebraska_UnitedStates,Frontier,Nebraska,United States
,,,,Furnas_Nebraska_UnitedStates,Furnas,Nebraska,United States
,,,,Gage_Nebraska_UnitedStates,Gage,Nebraska,United States
,,,,Garden_Nebraska_UnitedStates,Garden,Nebraska,United States
,,,,Garfield_Nebraska_UnitedStates,Garfield,Nebraska,United States
,,,,Gosper_Nebraska_UnitedStates,Gosper,Nebraska,United States
,,,,Grant_Nebraska_UnitedStates,Grant,Nebraska,United States
,,,,Greeley_Nebraska_UnitedStates,Greeley,Nebraska,United States
,,,,Hall_Nebraska_UnitedStates,Hall,Nebraska,United States
,,,,Hamilton_Nebraska_UnitedStates,Hamilton,Nebraska,United States
,,,,Harlan_Nebraska_UnitedStates,Harlan,Nebraska,United States
,,,,Hayes_Nebraska_UnitedStates,Hayes,Nebraska,United States
,,,,Hitchcock_Nebraska_UnitedStates,Hitchcock,Nebraska,United States
,,,,Holt_Nebraska_UnitedStates,Holt,Nebraska,United States
,,,,Hooker_Nebraska_UnitedStates,Hooker,Nebraska,United States
,,,,Howard_Nebraska_UnitedStates,Howard,Nebraska,United States
,,,,Jefferson_Nebraska_UnitedStates,Jefferson,Nebraska,United States
,,,,Johnson_Nebraska_UnitedStates,Johnson,Nebraska,United States
,,,,Kearney_Nebraska_UnitedStates,Kearney,Nebraska,United States
,,,,Keith_Nebraska_UnitedStates,Keith,Nebraska,United States
,,,,KeyaPaha_Nebraska_UnitedStates,Keya Paha,Nebraska,United States
,,,,Kimball_Nebraska_UnitedStates,Kimball,Nebraska,United States
,,,,Knox_Nebraska_UnitedStates,Knox,Nebraska,United States
,,,,Lancaster_Nebraska_UnitedStates,Lancaster,Nebraska,United States
,,,,Lincoln_Nebraska_UnitedStates,Lincoln,Nebraska,United States
,,,,Logan_Nebraska_UnitedStates,Logan,Nebraska,United States
,,,,Loup_Nebraska_UnitedStates,Loup,Nebraska,United States
,,,,McPherson_Nebraska_UnitedStates,McPherson,Nebraska,United States
,,,,Madison_Nebraska_UnitedStates,Madison,Nebraska,United States
,,,,Merrick_Nebraska_UnitedStates,Merrick,Nebraska,United States
,,,,Morrill_Nebraska_UnitedStates,Morrill,Nebraska,United States
,,,,Nance_Nebraska_UnitedStates,Nance,Nebraska,United States
,,,,Nemaha_Nebraska_UnitedStates,Nemaha,Nebraska,United States
,,,,Nuckolls_Nebraska_UnitedStates,Nuckolls,Nebraska,United States
,,,,Otoe_Nebraska_UnitedStates,Otoe,Nebraska,United States
,,,,Pawnee_Nebraska_UnitedStates,Pawnee,Nebraska,United States
,,,,Perkins_Nebraska_UnitedStates,Perkins,Nebraska,United States
,,,,Phelps_Nebraska_UnitedStates,Phelps,Nebraska,United States
,,,,Pierce_Nebraska_UnitedStates,Pierce,Nebraska,United States
,,,,Platte_Nebraska_UnitedStates,Platte,Nebraska,United States
,,,,Polk_Nebraska_UnitedStates,Polk,Nebraska,United States
,,,,RedWillow_Nebraska_UnitedStates,Red Willow,Nebraska,United States
,,,,Richardson_Nebraska_UnitedStates,Richardson,Nebraska,United States
,,,,Rock_Nebraska_UnitedStates,Rock,Nebraska,United States
,,,,Saline_Nebraska_UnitedStates,Saline,Nebraska,United States
,,,,Sarpy_Nebraska_UnitedStates,Sarpy,Nebraska,United States
,,,,Saunders_Nebraska_UnitedStates,Saunders,Nebraska,United States
,,,,ScottsBluff_Nebraska_UnitedStates,Scotts Bluff,Nebraska,United States
,,,,Seward_Nebraska_UnitedStates,Seward,Nebraska,United States
,,,,Sheridan_Nebraska_UnitedStates,Sheridan,Nebraska,United States
,,,,Sherman_Nebraska_UnitedStates,Sherman,Nebraska,United States
,,,,Sioux_Nebraska_UnitedStates,Sioux,Nebraska,United States
,,,,Stanton_Nebraska_UnitedStates,Stanton,Nebraska,United States
,,,,Thayer_Nebraska_UnitedStates,Thayer,Nebraska,United States
,,,,Thomas_Nebraska_UnitedStates,Thomas,Nebraska,United States
,,,,Thurston_Nebraska_UnitedStates,Thurston,Nebraska,United States
,,,,Valley_Nebraska_UnitedStates,Valley,Nebraska,United States
,,,,Washington_Nebraska_UnitedStates,Washington,Nebraska,United States
,,,,Wayne_Nebraska_UnitedStates,Wayne,Nebraska,United States
,,,,Webster_Nebraska_UnitedStates,Webster,Nebraska,United States
,,,,Wheeler_Nebraska_UnitedStates,Wheeler,Nebraska,United States
,,,,York_Nebraska_UnitedStates,York,Nebraska,United States
,,,,Churchill_Nevada_UnitedStates,Churchill,Nevada,United States
,,,,Clark_Nevada_UnitedStates,Clark,Nevada,United States
,,,,Douglas_Nevada_UnitedStates,Douglas,Nevada,United States
,,,,Elko_Nevada_UnitedStates,Elko,Nevada,United States
,,,,Esmeralda_Nevada_UnitedStates,Esmeralda,Nevada,United States
,,,,Eureka_Nevada_UnitedStates,Eureka,Nevada,United States
,,,,Humboldt_Nevada_UnitedStates,Humboldt,Nevada,United States
,,,,Lander_Nevada_UnitedStates,Lander,Nevada,United States
,,,,Lincoln_Nevada_UnitedStates,Lincoln,Nevada,United States
,,,,Lyon_Nevada_UnitedStates,Lyon,Nevada,United States
,,,,Mineral_Nevada_UnitedStates,Mineral,Nevada,United States
,,,,Nye_Nevada_UnitedStates,Nye,Nevada,United States
,,,,Pershing_Nevada_UnitedStates,Pershing,Nevada,United States
,,,,Storey_Nevada_UnitedStates,Storey,Nevada,United States
,,,,Washoe_Nevada_UnitedStates,Washoe,Nevada,United States
,,,,WhitePine_Nevada_UnitedStates,White Pine,Nevada,United States
,,,,CarsonCity_Nevada_UnitedStates,Carson City,Nevada,United States
,,,,Belknap_NewHampshire_UnitedStates,Belknap,New Hampshire,United States
,,,,Carroll_NewHampshire_UnitedStates,Carroll,New Hampshire,United States
,,,,Cheshire_NewHampshire_UnitedStates,Cheshire,New Hampshire,United States
,,,,Coos_NewHampshire_UnitedStates,Coos,New Hampshire,United States
,,,,Grafton_NewHampshire_UnitedStates,Grafton,New Hampshire,United States
,,,,Hillsborough_NewHampshire_UnitedStates,Hillsborough,New Hampshire,United States
,,,,Merrimack_NewHampshire_UnitedStates,Merrimack,New Hampshire,United States
,,,,Rockingham_NewHampshire_UnitedStates,Rockingham,New Hampshire,United States
,,,,Strafford_NewHampshire_UnitedStates,Strafford,New Hampshire,United States
,,,,Sullivan_NewHampshire_UnitedStates,Sullivan,New Hampshire,United States
,,,,Atlantic_NewJersey_UnitedStates,Atlantic,New Jersey,United States
,,,,Bergen_NewJersey_UnitedStates,Bergen,New Jersey,United States
,,,,Burlington_NewJersey_UnitedStates,Burlington,New Jersey,United States
,,,,Camden_NewJersey_UnitedStates,Camden,New Jersey,United States
,,,,CapeMay_NewJersey_UnitedStates,Cape May,New Jersey,United States
,,,,Cumberland_NewJersey_UnitedStates,Cumberland,New Jersey,United States
,,,,Essex_NewJersey_UnitedStates,Essex,New Jersey,United States
,,,,Gloucester_NewJersey_UnitedStates,Gloucester,New Jersey,United States
,,,,Hudson_NewJersey_UnitedStates,Hudson,New Jersey,United States
,,,,Hunterdon_NewJersey_UnitedStates,Hunterdon,New Jersey,United States
,,,,Mercer_NewJersey_UnitedStates,Mercer,New Jersey,United States
,,,,Middlesex_NewJersey_UnitedStates,Middlesex,New Jersey,United States
,,,,Monmouth_NewJersey_UnitedStates,Monmouth,New Jersey,United States
,,,,Morris_NewJersey_UnitedStates,Morris,New Jersey,United States
,,,,Ocean_NewJersey_UnitedStates,Ocean,New Jersey,United States
,,,,Passaic_NewJersey_UnitedStates,Passaic,New Jersey,United States
,,,,Salem_NewJersey_UnitedStates,Salem,New Jersey,United States
,,,,Somerset_NewJersey_UnitedStates,Somerset,New Jersey,United States
,,,,Sussex_NewJersey_UnitedStates,Sussex,New Jersey,United States
,,,,Union_NewJersey_UnitedStates,Union,New Jersey,United States
,,,,Warren_NewJersey_UnitedStates,Warren,New Jersey,United States
,,,,Bernalillo_NewMexico_UnitedStates,Bernalillo,New Mexico,United States
,,,,Catron_NewMexico_UnitedStates,Catron,New Mexico,United States
,,,,Chaves_NewMexico_UnitedStates,Chaves,New Mexico,United States
,,,,Cibola_NewMexico_UnitedStates,Cibola,New Mexico,United States
,,,,Colfax_NewMexico_UnitedStates,Colfax,New Mexico,United States
,,,,Curry_NewMexico_UnitedStates,Curry,New Mexico,United States
,,,,DeBaca_NewMexico_UnitedStates,De Baca,New Mexico,United States
,,,,DonaAna_NewMexico_UnitedStates,Dona Ana,New Mexico,United States
,,,,Eddy_NewMexico_UnitedStates,Eddy,New Mexico,United States
,,,,Grant_NewMexico_UnitedStates,Grant,New Mexico,United States
,,,,Guadalupe_NewMexico_UnitedStates,Guadalupe,New Mexico,United States
,,,,Harding_NewMexico_UnitedStates,Harding,New Mexico,United States
,,,,Hidalgo_NewMexico_UnitedStates,Hidalgo,New Mexico,United States
,,,,Lea_NewMexico_UnitedStates,Lea,New Mexico,United States
,,,,Lincoln_NewMexico_UnitedStates,Lincoln,New Mexico,United States
,,,,LosAlamos_NewMexico_UnitedStates,Los Alamos,New Mexico,United States
,,,,Luna_NewMexico_UnitedStates,Luna,New Mexico,United States
,,,,McKinley_NewMexico_UnitedStates,McKinley,New Mexico,United States
,,,,Mora_NewMexico_UnitedStates,Mora,New Mexico,United States
,,,,Otero_NewMexico_UnitedStates,Otero,New Mexico,United States
,,,,Quay_NewMexico_UnitedStates,Quay,New Mexico,United States
,,,,RioArriba_NewMexico_UnitedStates,Rio Arriba,New Mexico,United States
,,,,Roosevelt_NewMexico_UnitedStates,Roosevelt,New Mexico,United States
,,,,Sandoval_NewMexico_UnitedStates,Sandoval,New Mexico,United States
,,,,SanJuan_NewMexico_UnitedStates,San Juan,New Mexico,United States
,,,,SanMiguel_NewMexico_UnitedStates,San Miguel,New Mexico,United States
,,,,SantaFe_NewMexico_UnitedStates,Santa Fe,New Mexico,United States
,,,,Sierra_NewMexico_UnitedStates,Sierra,New Mexico,United States
,,,,Socorro_NewMexico_UnitedStates,Socorro,New Mexico,United States
,,,,Taos_NewMexico_UnitedStates,Taos,New Mexico,United States
,,,,Torrance_NewMexico_UnitedStates,Torrance,New Mexico,United States
,,,,Union_NewMexico_UnitedStates,Union,New Mexico,United States
,,,,Valencia_NewMexico_UnitedStates,Valencia,New Mexico,United States
,,,,Albany_NewYork_UnitedStates,Albany,New York,United States
,,,,Allegany_NewYork_UnitedStates,Allegany,New York,United States
,,,,Bronx_NewYork_UnitedStates,Bronx,New York,United States
,,,,Broome_NewYork_UnitedStates,Broome,New York,United States
,,,,Cattaraugus_NewYork_UnitedStates,Cattaraugus,New York,United States
,,,,Cayuga_NewYork_UnitedStates,Cayuga,New York,United States
,,,,Chautauqua_NewYork_UnitedStates,Chautauqua,New York,United States
,,,,Chemung_NewYork_UnitedStates,Chemung,New York,United States
,,,,Chenango_NewYork_UnitedStates,Chenango,New York,United States
,,,,Clinton_NewYork_UnitedStates,Clinton,New York,United States
,,,,Columbia_NewYork_UnitedStates,Columbia,New York,United States
,,,,Cortland_NewYork_UnitedStates,Cortland,New York,United States
,,,,Delaware_NewYork_UnitedStates,Delaware,New York,United States
,,,,Dutchess_NewYork_UnitedStates,Dutchess,New York,United States
,,,,Erie_NewYork_UnitedStates,Erie,New York,United States
,,,,Essex_NewYork_UnitedStates,Essex,New York,United States
,,,,Franklin_NewYork_UnitedStates,Franklin,New York,United States
,,,,Fulton_NewYork_UnitedStates,Fulton,New York,United States
,,,,Genesee_NewYork_UnitedStates,Genesee,New York,United States
,,,,Greene_NewYork_UnitedStates,Greene,New York,United States
,,,,Hamilton_NewYork_UnitedStates,Hamilton,New York,United States
,,,,Herkimer_NewYork_UnitedStates,Herkimer,New York,United States
,,,,Jefferson_NewYork_UnitedStates,Jefferson,New York,United States
,,,,Kings_NewYork_UnitedStates,Kings,New York,United States
,,,,Lewis_NewYork_UnitedStates,Lewis,New York,United States
,,,,Livingston_NewYork_UnitedStates,Livingston,New York,United States
,,,,Madison_NewYork_UnitedStates,Madison,New York,United States
,,,,Monroe_NewYork_UnitedStates,Monroe,New York,United States
,,,,Montgomery_NewYork_UnitedStates,Montgomery,New York,United States
,,,,Nassau_NewYork_UnitedStates,Nassau,New York,United States
,,,,NewYorkCity_NewYork_UnitedStates,New York City,New York,United States
,,,,Niagara_NewYork_UnitedStates,Niagara,New York,United States
,,,,Oneida_NewYork_UnitedStates,Oneida,New York,United States
,,,,Onondaga_NewYork_UnitedStates,Onondaga,New York,United States
,,,,Ontario_NewYork_UnitedStates,Ontario,New York,United States
,,,,Orange_NewYork_UnitedStates,Orange,New York,United States
,,,,Orleans_NewYork_UnitedStates,Orleans,New York,United States
,,,,Oswego_NewYork_UnitedStates,Oswego,New York,United States
,,,,Otsego_NewYork_UnitedStates,Otsego,New York,United States
,,,,Putnam_NewYork_UnitedStates,Putnam,New York,United States
,,,,Queens_NewYork_UnitedStates,Queens,New York,United States
,,,,Rensselaer_NewYork_UnitedStates,Rensselaer,New York,United States
,,,,Richmond_NewYork_UnitedStates,Richmond,New York,United States
,,,,Rockland_NewYork_UnitedStates,Rockland,New York,United States
,,,,St.Lawrence_NewYork_UnitedStates,St. Lawrence,New York,United States
,,,,Saratoga_NewYork_UnitedStates,Saratoga,New York,United States
,,,,Schenectady_NewYork_UnitedStates,Schenectady,New York,United States
,,,,Schoharie_NewYork_UnitedStates,Schoharie,New York,United States
,,,,Schuyler_NewYork_UnitedStates,Schuyler,New York,United States
,,,,Seneca_NewYork_UnitedStates,Seneca,New York,United States
,,,,Steuben_NewYork_UnitedStates,Steuben,New York,United States
,,,,Suffolk_NewYork_UnitedStates,Suffolk,New York,United States
,,,,Sullivan_NewYork_UnitedStates,Sullivan,New York,United States
,,,,Tioga_NewYork_UnitedStates,Tioga,New York,United States
,,,,Tompkins_NewYork_UnitedStates,Tompkins,New York,United States
,,,,Ulster_NewYork_UnitedStates,Ulster,New York,United States
,,,,Warren_NewYork_UnitedStates,Warren,New York,United States
,,,,Washington_NewYork_UnitedStates,Washington,New York,United States
,,,,Wayne_NewYork_UnitedStates,Wayne,New York,United States
,,,,Westchester_NewYork_UnitedStates,Westchester,New York,United States
,,,,Wyoming_NewYork_UnitedStates,Wyoming,New York,United States
,,,,Yates_NewYork_UnitedStates,Yates,New York,United States
,,,,Alamance_NorthCarolina_UnitedStates,Alamance,North Carolina,United States
,,,,Alexander_NorthCarolina_UnitedStates,Alexander,North Carolina,United States
,,,,Alleghany_NorthCarolina_UnitedStates,Alleghany,North Carolina,United States
,,,,Anson_NorthCarolina_UnitedStates,Anson,North Carolina,United States
,,,,Ashe_NorthCarolina_UnitedStates,Ashe,North Carolina,United States
,,,,Avery_NorthCarolina_UnitedStates,Avery,North Carolina,United States
,,,,Beaufort_NorthCarolina_UnitedStates,Beaufort,North Carolina,United States
,,,,Bertie_NorthCarolina_UnitedStates,Bertie,North Carolina,United States
,,,,Bladen_NorthCarolina_UnitedStates,Bladen,North Carolina,United States
,,,,Brunswick_NorthCarolina_UnitedStates,Brunswick,North Carolina,United States
,,,,Buncombe_NorthCarolina_UnitedStates,Buncombe,North Carolina,United States
,,,,Burke_NorthCarolina_UnitedStates,Burke,North Carolina,United States
,,,,Cabarrus_NorthCarolina_UnitedStates,Cabarrus,North Carolina,United States
,,,,Caldwell_NorthCarolina_UnitedStates,Caldwell,North Carolina,United States
,,,,Camden_NorthCarolina_UnitedStates,Camden,North Carolina,United States
,,,,Carteret_NorthCarolina_UnitedStates,Carteret,North Carolina,United States
,,,,Caswell_NorthCarolina_UnitedStates,Caswell,North Carolina,United States
,,,,Catawba_NorthCarolina_UnitedStates,Catawba,North Carolina,United States
,,,,Chatham_NorthCarolina_UnitedStates,Chatham,North Carolina,United States
,,,,Cherokee_NorthCarolina_UnitedStates,Cherokee,North Carolina,United States
,,,,Chowan_NorthCarolina_UnitedStates,Chowan,North Carolina,United States
,,,,Clay_NorthCarolina_UnitedStates,Clay,North Carolina,United States
,,,,Cleveland_NorthCarolina_UnitedStates,Cleveland,North Carolina,United States
,,,,Columbus_NorthCarolina_UnitedStates,Columbus,North Carolina,United States
,,,,Craven_NorthCarolina_UnitedStates,Craven,North Carolina,United States
,,,,Cumberland_NorthCarolina_UnitedStates,Cumberland,North Carolina,United States
,,,,Currituck_NorthCarolina_UnitedStates,Currituck,North Carolina,United States
,,,,Dare_NorthCarolina_UnitedStates,Dare,North Carolina,United States
,,,,Davidson_NorthCarolina_UnitedStates,Davidson,North Carolina,United States
,,,,Davie_NorthCarolina_UnitedStates,Davie,North Carolina,United States
,,,,Duplin_NorthCarolina_UnitedStates,Duplin,North Carolina,United States
,,,,Durham_NorthCarolina_UnitedStates,Durham,North Carolina,United States
,,,,Edgecombe_NorthCarolina_UnitedStates,Edgecombe,North Carolina,United States
,,,,Forsyth_NorthCarolina_UnitedStates,Forsyth,North Carolina,United States
,,,,Franklin_NorthCarolina_UnitedStates,Franklin,North Carolina,United States
,,,,Gaston_NorthCarolina_UnitedStates,Gaston,North Carolina,United States
,,,,Gates_NorthCarolina_UnitedStates,Gates,North Carolina,United States
,,,,Graham_NorthCarolina_UnitedStates,Graham,North Carolina,United States
,,,,Granville_NorthCarolina_UnitedStates,Granville,North Carolina,United States
,,,,Greene_NorthCarolina_UnitedStates,Greene,North Carolina,United States
,,,,Guilford_NorthCarolina_UnitedStates,Guilford,North Carolina,United States
,,,,Halifax_NorthCarolina_UnitedStates,Halifax,North Carolina,United States
,,,,Harnett_NorthCarolina_UnitedStates,Harnett,North Carolina,United States
,,,,Haywood_NorthCarolina_UnitedStates,Haywood,North Carolina,United States
,,,,Henderson_NorthCarolina_UnitedStates,Henderson,North Carolina,United States
,,,,Hertford_NorthCarolina_UnitedStates,Hertford,North Carolina,United States
,,,,Hoke_NorthCarolina_UnitedStates,Hoke,North Carolina,United States
,,,,Hyde_NorthCarolina_UnitedStates,Hyde,North Carolina,United States
,,,,Iredell_NorthCarolina_UnitedStates,Iredell,North Carolina,United States
,,,,Jackson_NorthCarolina_UnitedStates,Jackson,North Carolina,United States
,,,,Johnston_NorthCarolina_UnitedStates,Johnston,North Carolina,United States
,,,,Jones_NorthCarolina_UnitedStates,Jones,North Carolina,United States
,,,,Lee_NorthCarolina_UnitedStates,Lee,North Carolina,United States
,,,,Lenoir_NorthCarolina_UnitedStates,Lenoir,North Carolina,United States
,,,,Lincoln_NorthCarolina_UnitedStates,Lincoln,North Carolina,United States
,,,,McDowell_NorthCarolina_UnitedStates,McDowell,North Carolina,United States
,,,,Macon_NorthCarolina_UnitedStates,Macon,North Carolina,United States
,,,,Madison_NorthCarolina_UnitedStates,Madison,North Carolina,United States
,,,,Martin_NorthCarolina_UnitedStates,Martin,North Carolina,United States
,,,,Mecklenburg_NorthCarolina_UnitedStates,Mecklenburg,North Carolina,United States
,,,,Mitchell_NorthCarolina_UnitedStates,Mitchell,North Carolina,United States
,,,,Montgomery_NorthCarolina_UnitedStates,Montgomery,North Carolina,United States
,,,,Moore_NorthCarolina_UnitedStates,Moore,North Carolina,United States
,,,,Nash_NorthCarolina_UnitedStates,Nash,North Carolina,United States
,,,,NewHanover_NorthCarolina_UnitedStates,New Hanover,North Carolina,United States
,,,,Northampton_NorthCarolina_UnitedStates,Northampton,North Carolina,United States
,,,,Onslow_NorthCarolina_UnitedStates,Onslow,North Carolina,United States
,,,,Orange_NorthCarolina_UnitedStates,Orange,North Carolina,United States
,,,,Pamlico_NorthCarolina_UnitedStates,Pamlico,North Carolina,United States
,,,,Pasquotank_NorthCarolina_UnitedStates,Pasquotank,North Carolina,United States
,,,,Pender_NorthCarolina_UnitedStates,Pender,North Carolina,United States
,,,,Perquimans_NorthCarolina_UnitedStates,Perquimans,North Carolina,United States
,,,,Person_NorthCarolina_UnitedStates,Person,North Carolina,United States
,,,,Pitt_NorthCarolina_UnitedStates,Pitt,North Carolina,United States
,,,,Polk_NorthCarolina_UnitedStates,Polk,North Carolina,United States
,,,,Randolph_NorthCarolina_UnitedStates,Randolph,North Carolina,United States
,,,,Richmond_NorthCarolina_UnitedStates,Richmond,North Carolina,United States
,,,,Robeson_NorthCarolina_UnitedStates,Robeson,North Carolina,United States
,,,,Rockingham_NorthCarolina_UnitedStates,Rockingham,North Carolina,United States
,,,,Rowan_NorthCarolina_UnitedStates,Rowan,North Carolina,United States
,,,,Rutherford_NorthCarolina_UnitedStates,Rutherford,North Carolina,United States
,,,,Sampson_NorthCarolina_UnitedStates,Sampson,North Carolina,United States
,,,,Scotland_NorthCarolina_UnitedStates,Scotland,North Carolina,United States
,,,,Stanly_NorthCarolina_UnitedStates,Stanly,North Carolina,United States
,,,,Stokes_NorthCarolina_UnitedStates,Stokes,North Carolina,United States
,,,,Surry_NorthCarolina_UnitedStates,Surry,North Carolina,United States
,,,,Swain_NorthCarolina_UnitedStates,Swain,North Carolina,United States
,,,,Transylvania_NorthCarolina_UnitedStates,Transylvania,North Carolina,United States
,,,,Tyrrell_NorthCarolina_UnitedStates,Tyrrell,North Carolina,United States
,,,,Union_NorthCarolina_UnitedStates,Union,North Carolina,United States
,,,,Vance_NorthCarolina_UnitedStates,Vance,North Carolina,United States
,,,,Wake_NorthCarolina_UnitedStates,Wake,North Carolina,United States
,,,,Warren_NorthCarolina_UnitedStates,Warren,North Carolina,United States
,,,,Washington_NorthCarolina_UnitedStates,Washington,North Carolina,United States
,,,,Watauga_NorthCarolina_UnitedStates,Watauga,North Carolina,United States
,,,,Wayne_NorthCarolina_UnitedStates,Wayne,North Carolina,United States
,,,,Wilkes_NorthCarolina_UnitedStates,Wilkes,North Carolina,United States
